description_text,link,data
"Toda vez que a Petrobras vende um campo, a Priner comemora",https://news.google.com/read/CBMijAFBVV95cUxPOG5VVU1GNFFzR09DQXlQM2NuX1BPcTYxd1dRRVpkWFR6eU1wckd1SURiYW5qVldOY2JTSTh2SDNRV3lsQ3dQUF80UHhTMzZ6OWZpRmtLOUI5am4xWFhSZExfdm83bno0N1BncDR6OWJJU0ZUTHB6SERGQUI4ejlsTXRzb0FhMGhWZnVLaQ?hl=pt-BR&gl=BR&ceid=BR%3Apt-419,
Porque o Brasil importa gasolina se tem produção recorde de petróleo?,https://news.google.com/read/CBMihwFBVV95cUxQa0dsWHozY1J0aXlhd3M1am5DOTVyUG82ZHA2NUZwWHhBSFZndkFLdk5LSGJ0SXlSelAzNk8zYlhwd3gxOXAwSk5FRlQ1SklzeGFGRlE4SlNYNEd2RzI2N1l2VVBsQ0U2a3BSZWtReXNYTUVBNS1ORTBTQWpkSm1sb3B5R1VDWlXSAYwBQVVfeXFMTnVzWnpyVEpQMWVxbERMelE5dWdfWUUyTUtoVC1MWjUxMjFpbTRFY3Z2bk5JeUZmUHJXVWhyY0VDWjJYUmpPWjZkZTBKSXJRX2pDNWZsQXRjb0pXZEFTbmpNTFFseTdoeVVqZVJzUXlnNTBJTF9vTVEtRHprYVBRSXVVa0t1UmR5d0ZkT2w?hl=pt-BR&gl=BR&ceid=BR%3Apt-419,
Petrobrás descumpre ACT novamente e convoca petroleiros da Fafen-PR por telegrama,https://news.google.com/read/CBMiowFBVV95cUxPNE9zc1REQkM0V1pWLVJkaHc4NnVIbWRIeThhWnExeEQtamRBQU12N2VVWnlZLVc3Q3NtVW05RHRodkIzQXplWDNyN09YeUhLaEVCbnZjRzY5Y1RraEJVMEFxcWhNVEE5dUdtdS15am8wb1RCdFExTFZGSURZd1VPNk5qbldnczZwNlh0QmhUeHdkRnlYdDBnUXBrZzhQT1pWcGo0?hl=pt-BR&gl=BR&ceid=BR%3Apt-419,
Todo apoio aos petroleiros,https://news.google.com/read/CBMibkFVX3lxTE9iU01OcjRGT2RhcW9rSzNORW5Ud1MtWXRSRTNRZHFEWTc5TUdUbHlqSktNeTlaSHo1Z1lyUXVnR0ctcWN3aFdjdE5NbFY3dGthVGQ2em9lckhpYWR4MkRDVWxJZXhUeHo0ZUlmeXlB?hl=pt-BR&gl=BR&ceid=BR%3Apt-419,
"Petrobras baixa preço da gasolina e diesel pela terceira vez consecutiva nas refinarias, mas por que este valor não chega ao consumidor final?",https://news.google.com/read/CBMigwJBVV95cUxONzlKRVQwSlozSFo3Sk1wSDVWNWlUbmwya2pMQnh5d191UVUzalRSaTBJWU5qODdBLXlZMnFjNDRxeDZxTUt0enpMVS1jR1g0SUVuZmZ1WF9rbUJFN2hnd2RpdThMNEJxQmlPdVhhenR4QXNJSkNsWVNnUFM1SXNHZTFxVUdxQXdzbmx1cVh2STBzTHI2OUNEemd6cjFLXzdaVDBXZzNWaE1JdmJtSUVXbnI2WUF5MGxpcVVQQUxjYmEwM2dZYmZkUnlZUzVFVWRGSW1taVdBN0JpcXMyOWRTYjkwRTNkbXQzZ2g3VjNjWlM2ODhXa0xDOHNaSGI1U0xVdHBR?hl=pt-BR&gl=BR&ceid=BR%3Apt-419,
PETROBRÁS E FUP TRAVAM BATALHA NA JUSTIÇA E PARECEM LONGE DE UM CONSENSO PARA DAR FIM À GREVE,https://news.google.com/read/CBMiwAFBVV95cUxPN2hjN2w0QUF3d191Vnl0enRVazl5azBKNXRudUoxa2U5QnB0dlR0WF9kTURrNUs3MVZlbGZVNE5yME80eVZ0TXBMbUhDRDhWR1UxTlYzcFhraEJOZXZMbFRJZ3RwZHdWZENBcEg3V0FEZFdOdFR5M1QzLWN2cUw3TFpzanBmZ3VDOEdMZlp2LXo4Z3poajhSN0sxNXdOckc2dDkzbnRrMGRyUk1keExreVFiQVo4OUlZUnZlN1N5Tmk?hl=pt-BR&gl=BR&ceid=BR%3Apt-419,
Justiça condena ex-diretores da Petrobras a indenizar petroleiros por crimes de corrupção,https://news.google.com/read/CBMi2AFBVV95cUxNWEJzU0JaQjBUSFM5TldiOVczUUlOODBmZHcyYlM3NHRJdUh0ck5mWU9vakFURkNIZ3Q1VmkwdVg4cHdYdkpwWERZcThWSGNLcnc3VXhjRkZ5aTgzR3VpYnNzRFJOcTZ0THNnOEF5YkxqT2ZuQ2hKcDBOTzRYaFVWRnBnU2g0SzRiVUMxYWFwNUVmbXFuVmZqcEdPUE9BdnVHNG1CM3VVdzBNVUtaei1wdzZWcHdDTXQ0eGNNUEI2N1VzUXpoeE5DRXBsYmFra1Z4UGRfWkVRUU_SAd4BQVVfeXFMTnZ3TE9VWWsySHhlZm52RnJCbXppX2tYTDJ2elRKRk55Q2xLcHp5UnJqVnoyOTgxZmR3aDM1UjRYLUxHY0gyVGo4LUlQcDRhNGNpbHF4VmdQSDZvY2U5WHAtZGVLQmdwMmlXTFJWeDVyalg2OGxtRXF1WFlyN3pQbU5qN1lTU3NfVHFYYkNnaHNUa3BjRWpxZ196ZGVNSTVWcjBDbmVwZVo4X0xycEE5aldacjFNOXV1bzM2cTVqa1NTcHZGczhySDVPaXNpbmpNenZVQUtkeUVjOXZmSmxn?hl=pt-BR&gl=BR&ceid=BR%3Apt-419,
"Em ano de recordes de produção de petróleo, Petrobras mantém refinarias ociosas",https://news.google.com/read/CBMirAFBVV95cUxPZlFmb20wUE56VlU2QTNJX0g1TERlb0xaOG9pSFpNZmw4cF81cHFSRFFDR1BfazhpT2J6U1pqTWhIalRwaVBuMUYwLWloUm1USHNUZENCU3IzLUtvRGhuVmU3RnBCcmg3U0x6VGlvRTNxa1ZHdVhOXzFpVTFXY3hxeGlLRERKZnI0emZEUTNrZ1BrUnJROFBHeGNBWE1zNzNTUzBmZUVuQXNPczdV?hl=pt-BR&gl=BR&ceid=BR%3Apt-419,
Federação Nacional do Petroleiros diz que todas as plataformas do litoral paulista estão em greve,https://news.google.com/read/CBMiwwFBVV95cUxQZF9WVDFZR3ZFQzRVSEhXMDJERUl0cWhVWUlSRE5MYkVtc0VqcFZoMXJaelBnajA5elVaUVFTdWR5SkxLeGE5SHlSMG5IY29RSnNVMkMwN3lBOTZBd0dNNTJHa3pzaVVvM2UzR0RUZWxJLVoya2N1d2owYkVwclkzTmRXWUh0T1FJaVZGNGF0MUoydVo5Q2lkcDhnSHBoOEloN1pTX2J1VExnaFNCTkZSSkJ0cy1XVnpCRUw5NU10UC1zRzTSAcgBQVVfeXFMUElFVGxQYlpTNUtwYThUNl81ckxzd210Y0ZDaHg5ZFZqUlhWNC0ta0p6WjJwTGZwaWhIeWhyQkxlSjJqemN6eVFEMjVwZmltcS1KaGxDVDhHN2s4cW53bUNoeW9aVnQyTVZFWmkxT0JGQVFYbF9OaFJqTm1ETEQxNVpuSVdhSjhkSHBsT1ZUNk53N2NsREVucXB4VWx2X09uRC0teHM4a243OThOQkptalFTLURDV0Z5QnRwV2tfdS05ZVNWZHd6SUs?hl=pt-BR&gl=BR&ceid=BR%3Apt-419,
PETROBRÁS PÕE À VENDA PARTE DE SUA PARTICIPAÇÃO EM DOIS BLOCOS EXPLORATÓRIOS NA BACIA-PARÁ-MARANHÃO,https://news.google.com/read/CBMiyAFBVV95cUxNQTh0cHBOYXpobDZUVFoxUER0cVJVMjRBNWdHbEJ3UkkwNFQyWGtaMkVhQkgwTHFhcDhsMENCc1dpTlVVV2ltTi1qUl9NcjFJNnp6Q1FmNWZ1bTdBOVlWLS1GaXR1RDdoYWk4Q05kVzY4b1o3MWxHdVNSU0ZuNmZhZUNROGc3TWtmU2JwUEwyVW13UnJ0akZhSHJWVjI3amF3bmgyeHJjejEwempia3JPVEVuQVRKZ1F0WUlUU3hOYkpralRfX1JqeQ?hl=pt-BR&gl=BR&ceid=BR%3Apt-419,
"Produção de petróleo não foi afetada por greve, diz Petrobras",https://news.google.com/read/CBMikgFBVV95cUxNaDJxUklrREZ4dGM3dzRwSERxTGZzZEw2N0JPOF90WExhQ1duaTdIek1xM0JCMHhNbG0tNENjWjkzNC1kVXRGSi1XR1hoNE1qSVFETF9pTzFPX082S1ZPOWNGUFhKYW5yYzhnNnVpOUttSWdJNlVucjhjV0VLRm8yb0NacjktbVRHX2cydkpORUIyZ9IBlwFBVV95cUxQVktWLXdTdV9sandNemN3QTVfY1ZfSlpQb1JvMzZ6YjZjYW91bHU2UnVvZ2IwVFVRbm9JU0pRWXdMeDhGTmpfMDNVRjh1a0lJVG5VZ1ZIRmJZaS1QeW9JeXdTTzdoSm5EYmRLOXVYM09rVHg3bXhhZjlDeUljb2pCQnVoMXZSU3hSTkFHSEhiTHljdEt4bzY0?hl=pt-BR&gl=BR&ceid=BR%3Apt-419,
Petrobras volta a negociar venda de fábrica de fertilizantes em Três Lagoas,https://news.google.com/read/CBMiuwFBVV95cUxNOEhnUk1VTk92cVlJeHUxeXpQWFpjNDhIeTFsdUk2Zjdudk1vaUllNVRFcWtkVlcwNzI0amg3QndQS1d1dHhfejJHMzhLeXRRSTFZeDZCbkpyYS1CSXJnZU54Y1VqX09NLXpCUFh5UkF3UEZZc2V5VzhieWYtXzkyTncyOFRpVm9yVndickpyU192SXRzdzdxa0F3WkdKYkRONmYtLXhKby1veHExYkR4ckpxMjBjSU1HdEJn0gG7AUFVX3lxTE5mbExqUlZZNVBadnNkVGp0QnhaZHhUTlVOYzdlWktjYjRqSTA4SnZpTWhpRnBfRzBYOHM2Qk5SZ2o5b0hTWTd5d2NTTHplSGRLT3FBdnpCV0FDQ2RQSEt0bTFhbjNDTFBFanpJX1JjZ1pUbDRNeElFcTZ0b3Nuc2p3eFZsdlNneXMtdVZLQy1LMzBzdGFFeWFWZFlwZU5PZ3E1cUVvQW9qMlA4UmRXOWZjM19fbFppZEdtYWs?hl=pt-BR&gl=BR&ceid=BR%3Apt-419,
"Todo apoio à greve dos petroleiros. Não à privatização, por uma Petrobrás 100% estatal",https://news.google.com/read/CBMirAFBVV95cUxNb3RkdWVOWmdBMkh2SkNIRDNtM1I1ZW1lbXBWbDFnLXRtcU04YkU0akxTX2dhMmVUdkxkWS1KRFZCOUxxRE54WlowNVN1cW5ZWm5yaV9wVHpJblNGSUNiSE16dDZaV3doZTJhaDVUQnBjRG5pWE1BVUlyNXNLLUFZclhONTd6YW5FalV0X0x1TXdWUjVVQnpoRUt5RjF4cnk2dkJPc3FPT0lBaDJK?hl=pt-BR&gl=BR&ceid=BR%3Apt-419,
"Contra demissões, greve dos trabalhadores petroleiros completa 13 dias",https://news.google.com/read/CBMiswFBVV95cUxQWWtMMlpabDlyTFlza2I3b0pvUTRqM2JkQUJON3NfdmUybW1yWUJRRENxNWpyd1NmLUhQbHJkc21JelA2VkpQY3dERG1CbDRtOUNEWEJ4SnpRMHJEOXdINktUY2dEMS1LSHNaTFplVldQQmtrTGxXbnI0UjdWbk9sSXN4M0tKT012aFZlSE9kNTl5YUVLVDRIbGZrWUJlVG82WEU2ay0wTS1mcG5vX1BDeHg2MA?hl=pt-BR&gl=BR&ceid=BR%3Apt-419,
Petrobras coloca à venda sua fatia em blocos na Bacia Pará-Maranhão,https://news.google.com/read/CBMinwFBVV95cUxQV1lRUHcxQm10cDJrRXhRcHZtaHR2TUo5MTk0NXBORFVBODBjcFhWTUZ3NS1Vd3lDWWxyeDVEel9sSENlVURhUlNHT3JIMmN6bUNvd0JCTko4T0hlMWVPaVFlenNzWC1KUUNpa0NfbEUzSzRUaS0zSldHYnNxcFNCLV8xMzF4dUp1SU5PTU1Qb19BdVEzcl9hQlNSczRtM1nSAZ8BQVVfeXFMUFdZUVB3MUJtdHAya0V4UXB2bWh0dk1KOTE5NDVwTkRVQTgwY3BYVk1GdzUtVXd5Q1lscng1RHpfbEhDZVVEYVJTR09ySDJjem1Db3dCQk5KOE9IZTFlT2lRZXpzc1gtSlFDaWtDX2xFM0s0VGktM0pXR2JzcXBTQi1fMTMxeHVKdUlOT01NUG9fQXVRM3JfYUJTUnM0bTNZ?hl=pt-BR&gl=BR&ceid=BR%3Apt-419,
Exportação Petróleo – Petrobras busca diversificação de mercados e a Índia vira uma possibilidade,https://news.google.com/read/CBMiyAFBVV95cUxQOElxRUlOS3RQWWhDUzRlbzFkM2NUdmJSSk8xbEVyTDhJMFNGUU0yRk5iMVdHVkc4akZlSG1DaXV1VXhZRU5XZEtPX2hXMlFlTXRJak9vQjJyb0N0UU5GaS1STHRKemNIVmQ1bDNqaVQ3VjUwb2I0WG04UjdrVmxrX1JjQnVrazR1WlZYcTZKb0lZOGVRdXlhWmtwbTdOTGFkZ3Q5TzlTRTVhT204bzIwTE41T0dyZWFfY1ozckZBZW50T0QxbUUtQQ?hl=pt-BR&gl=BR&ceid=BR%3Apt-419,
Famílias encorpam vigília contra demissões de petroleiros,https://news.google.com/read/CBMipAFBVV95cUxQZU43RTY5TUtXY3RCaGozZUluMmdSQS1CVnU4aU4wYW9jUjRvamI2eHhrUUh5dWJKRmIzLUpKY0tlYk1Rd2J6TFVuVTU4UkJHUk5FdGotRTFBVnQ1TUF3NlRIWnh3RGJabHRvLU1vUmNVSjd6SlY4U2JFNm5XZXJ6bUxKZTFVQ0Z4a3pHdkdWS2FId2pIbXpOSkpRUG1xcEdqQUFBRQ?hl=pt-BR&gl=BR&ceid=BR%3Apt-419,
"Sob silêncio da mídia, petroleiros fazem greve contra demissões e por barateamento do combustível",https://news.google.com/read/CBMiuwFBVV95cUxOYkJCX1FpWHZTRkdOaW5hc0xHb3FxUXh5Wks4QUt2ZXlvN3dmdE1GOHE5RWRlR3FJc196bndPTlR3V3NDWmZoMURwQ0FjeUhpYVlXaWpjWW9JVEFSVHA0Y2gwRjBOOElPYlR4c0lpcngzbERzTGdkWWl6TG5nWDdSbzNmaFJBbEx4UGJ2em4xMllmTXBQRGlLR1hMdjRUX3FITmlCaUxsaFJoOXhac1ZKYUVEOVVEOHIxU1JF?hl=pt-BR&gl=BR&ceid=BR%3Apt-419,
Petrobrás descumpre ACT novamente e convoca petroleiros da FAFEN-PR por telegrama,https://news.google.com/read/CBMiugFBVV95cUxORHg3OUxNc1VRcDNVUV9NNGtnd0JRRExQRi1jUDdNZG1UM2tkSWJlb05PLXdpRWtvWVNqNnJLYVV1alRmMml6VENvbnU5VVFKVHhIWmZaYjdsbFlJQWpReU4xSjFRZjJDbHpINnFMS1FuTWxKeVRzRGM1dE5UQWF3RnlSaVlUVU9uMmNKOEw4SmRWSkVINTNLUGctRmRET0d5ODlnVTB3blN5MGQySGVjUzczWEx5RE5WbXc?hl=pt-BR&gl=BR&ceid=BR%3Apt-419,
"Atenção, petroleiros: Greve é um direito. Não aceite intimidações da gestão da Petrobrás",https://news.google.com/read/CBMiqAFBVV95cUxQdXBRY3IwUkVlQTBoVGxJWkV1Ulh6M0dmMUx0RG9HYzJYaHZIeUVVVVRqeDd2eWhodHVROHR0MEFveHpHaTR5T0NMcDlMZDVyNmlGTjNDLTZHN01RWE1YcUltYUo4QVZDQ3gwMlFwN3owUS1JQkszN21NX29pRm1ZN1FQOE1EV3piTUJleEYwQkx2SlBZZFFwOUpYdk5tVTd1WjRzVVJrUUg?hl=pt-BR&gl=BR&ceid=BR%3Apt-419,
A Petrobras está dentro de nossas casas (por Frei Sérgio Görgen),https://news.google.com/read/CBMiogFBVV95cUxQaFNtXy16R011clU2M0tnLTRJSjBPOEJLbXhyRHAzQVFlN2V5X0psN0swSmg4WGFoSjVTNFpjaS1GdlRuRHUtWngtX2dmNVc5TVIxN3FrZVo1bTdLeGRkVWNZczNNbk5pYnAtei1NT0FYcjJrbVNhZXVsMlIzNk9sRGlQZjVlZGtFUG1zQ19NT3hPLVpONmo4Y3Z2eG9Oc2MtN2c?hl=pt-BR&gl=BR&ceid=BR%3Apt-419,
Petrobras está procurando novas soluções tecnológicas para ajudar na desativação da Bacia de Campos,https://news.google.com/read/CBMizgFBVV95cUxPcTc5SVc0VHBFZG5sbzNod3ZDRHFEaFhkNDZkNVE4OUI3SlBiQy1rclUtS2N3c0gycDdTOVhZOWl5eHFHRFNyQnQwMVF4Q2VIVEhWSWRpc05HTmVuZ0hoaGc3bFZ2TVZCWUFvSF9EeTlGbzRqLWdDZEJPeTAxSk5mRjcyT2VCSnA0VVN2QlhOcFgxLVI4ZEVQM0VwU1FvaUJzaGZhVjgyaUQxTmwzSUdoZWxPbE93RGtzTzVIeC1reXE0NlFNeGREamEzTEJ5Zw?hl=pt-BR&gl=BR&ceid=BR%3Apt-419,
Manifestação na Revap leva apoio à greve nacional dos petroleiros,https://news.google.com/read/CBMipwFBVV95cUxNQldxZHViZHJZSlZzTktqcENnSFVqd3NxSzRQdUpaaUNoU0RhRjZQdDMzaDlHRVFNeWxSd180MGQ4bWFsTk12VFpFOUJ1VHRNWVk5cG1INlY0MzVFcTFTamhNMDhZTTdzUG5IbEdzRFZzYkVSQUpKTjFDZ1dCaDMtOWx0UnAxZTlqLWhWdURGUWlpb0xyM09VME4wLXVvY1FfRGVFdmFxaw?hl=pt-BR&gl=BR&ceid=BR%3Apt-419,
Oposição quer usar greve na Petrobras para pressionar contra privatizações,https://news.google.com/read/CBMipwFBVV95cUxNVVQ2NnBzYUs0bFBYWnF0Ulk0YXlEUlNyeTdrZ2Q4VlliOUh5MjNzTDh1REZvOV85dU1odk1Ub1dzdEthZnlzay1SdzRJQUdmOXlScFg0OWpKOUZoLXBHUDY2MlpnR290RW9fanktUWRCZWc1UnJZdDNaTEVsUFZpcHBRWWtTNF9Na2VBMklVcnNFZlVCeVNENVVXMWh3QXE2aW9OWHlwUQ?hl=pt-BR&gl=BR&ceid=BR%3Apt-419,
INVESTIGAÇÃO SOBRE CORRUPÇÃO PODE OBRIGAR PETROBRÁS A TIRAR TECHINT-TENARIS DO CADASTRO,https://news.google.com/read/CBMi6wFBVV95cUxQV1NHbHhvZll3MG5QSWpYWUhMY1RrZTJ3TGtkQVp3TXZhRm4zaUs0ZTZ4ai1nMl94VzQ1WUNsS3pKNGJpSlZVWmxhMERkM1hvSjFIUDBicXBQblVQckVSbVhDdHZqQXNFMlNJTjUyS3FCMlkxc3lrTlRkSjZudEd6aW5RbWFKR2d0cTJNVUxvRzZtS0NSNW02U3hmUmJWVHpWWmxOb21Jd3l4LXpXa1UySkZBVExGZk1JVHhodTJIYUI3MlpPbTFFUGYyUElxb21zTUtrTU1UeW54Z3FqSEZQS2ZKT1Q0RVVmbzQ0?hl=pt-BR&gl=BR&ceid=BR%3Apt-419,
PETR3,https://news.google.com/read/CBMiWkFVX3lxTFBFTXJ0aG9tZ25mcml2YzhiXzhTRWpPY3IwZDRtXzQ0RlI3MjMyLXdSX0w0SUtSWEhHVnhFeUR3d29maVhmMlFRTWg4UUpxbnpCdEVOcmd6a2liZw?hl=pt-BR&gl=BR&ceid=BR%3Apt-419,
Petroleiros seguem em greve contra a venda da Petrobras,https://news.google.com/read/CBMijwFBVV95cUxQSmZocUptUGpKRjZaaXl6ZWJnVVNNWEZzc19rVGRkTGEzZmlrZEhjYUdualFvUUlYekN1MGczMjUxUW5lTC1ZQ1lZNm53a25YX01UY0tqeXNVTFlRVEZ1SDVKSy1yUDVhMmlPaEIxaEtSSGpYTGQ5OGRXZTQ0WVA2dTQ2NU5KRlpaVk1ab0gyWQ?hl=pt-BR&gl=BR&ceid=BR%3Apt-419,
Cetesb multa a Petrobrás por emissão de poluentes que causou fumaça amarelada em Cubatão,https://news.google.com/read/CBMizwFBVV95cUxOMWZYRVVpQ3h6SHJ2TXcwN2gwMWtFRUR1QTA5SGRqTFNlbjIwTkdiTm85VlY3c0lLaVU3cWVaWkxoOWVUQlBxS2lsalVIRjl1NmhUejY5MU1pYjBBQzlGZjNqOHFkeVBxWVdNZ05iWFRYcG1laVkwNm9zalZ5WWlxVW9uMHpabnU0VjFGOU4tZlh2QlZ5aTdfcG9XOF83YWlnWTNmUDJSSkEzTzh5SlhybHZKSGE1UFVjeTgwRkZpQTdFbG1jX251YmYya2FJcUk?hl=pt-BR&gl=BR&ceid=BR%3Apt-419,
Petrobrás inicia processo para vender campos de Merluza e Lagosta,https://news.google.com/read/CBMisAFBVV95cUxNWFVyNTluY1NtQmltWGQ3Smw0WFBHdVN4OF9jVGpyc3JmUDNVcHgtMjg0bGt6M3VrWDlCbklzdHNGaHA0bk5HN2pFcWVjR0pYYWJsd1JtQmxZWjI0MzhHSXgyTko1VUR4eTFGUVl6NXZFZEl5WGtOc1pFcnA3RHhULU15Q2tyb0djSFBwR2tmLWhLOEZxaGpxVWdVY0pVZzhkYm1pS0dNcXhVNUtMWUN5QQ?hl=pt-BR&gl=BR&ceid=BR%3Apt-419,
"Fundos de pensão: qual é a situação de Petrobras, BB, Caixa e Correios",https://news.google.com/read/CBMinwFBVV95cUxPSGVwVGprQU5fYVpKX00telpUblNnZXl1TVpSbmRnaW5MME4zYlc3NXZyUWVPakx6OGNKbG5zcjRkRjlrUVRISmVDeXp2ZlFNZmRvUHFCUllZRWtSUVhuWHd1UG91SV9xVmE3X3BVOUk5bVR3YUd1TWt1b3YzdzhVOUZPb3VjWWE3bFMxNy1vc085cGZXUVNsZTF0SzB4S2vSAaQBQVVfeXFMTkc4ZF83Mi1jbndFbGc3ZkJ1THNEMG5CYVpaQ3pwdnRCYUlhTVlSeWxqUm92d3cyQ1BETXhycWhocTFvZEdBcENDY3gzMGQwbmM5T2c0dE00aDZFV2h0aXpCM3p0LU9CSElrX0VZaEhqVEFldnk1YnprdXkxcWtON0RDRFl2c1lHZ2psTEZjVklOd3lVdGhmN0RfSURFNVJhR3J5X2c?hl=pt-BR&gl=BR&ceid=BR%3Apt-419,
Petrobrás bloqueia crachás de dirigentes sindicais,https://news.google.com/read/CBMilAFBVV95cUxOWXhqR0ptaTRLSFNXWGFmQzVya2d0MFlUYTE3X0R5UThpcnlYSFpMZ2lqZnhDQzBNaDhsSGswSGRXNG4wZDdobjN2M3Y1b1NNWHJmMlExLW1fR3dFRm82OW0yN20xck9vbmwwRmJ5NmNaV25DM1l5ZUxpRF83UE1Ud1hCSmtJVnhUVS1obTRHcklxMGRt?hl=pt-BR&gl=BR&ceid=BR%3Apt-419,
A gente não quer só comida -,https://news.google.com/read/CBMiY0FVX3lxTFBEZGlLM0MzZnBpU3R0ZVROb05SREVMOEhsLWxxdGlRRFdiOTgwZmdmUlNQT0trQ0w0LU81dURVNTFveURkcVhyZlNNSzk5Wm5KSXdUQW92RGFWcnQzZUVscWs5NA?hl=pt-BR&gl=BR&ceid=BR%3Apt-419,
Petrobras investiga incidente em fábrica de fertilizantes que será desativada,https://news.google.com/read/CBMivAFBVV95cUxQYS02R2JkNTlNOTJUOWs2OVVvalFSWHc3Zldaa20tREEwTGlHYlRZT2JPS3hwR2pzaG1xWmdoOXFYeGRwYTh6NHZ3TW9IQURNbFota0Z0VXl0NHdOWlB1X1hsbGw0OUlJUktnOFlvSDN6VzEyd0RJRHI5WDRaMnVzanNjemlvb2h6VDVRVnNTV19JeGhsTnl1VjFkbjlPZHFmRGhtVnJCSENNazJaaHI2T3EzVmVJcTRJRGZZbw?hl=pt-BR&gl=BR&ceid=BR%3Apt-419,
MISC assina contrato de fretamento RM2.16b da Petrobras,https://news.google.com/read/CBMikwFBVV95cUxNdXh4em8xTzZidlhRaDc0b1B2N2xYc0wwRy12WW1kOTZRRFpZVW5NMlIydUlFWnBqSGxZS1N2LXJROENzcGN5S25EdVQ1dmFCenNhejhfVi01UjBYUGVDMjZRckJyQ2JvN241dHk1WXV4UzZ0Y21uT2w1LXYwalZZOU40VElydVFMZlprMkpvRnhrZXM?hl=pt-BR&gl=BR&ceid=BR%3Apt-419,
"Petrobras e Vale retiram seus funcionários de China, Cingapura e Japão em meio a emergência global",https://news.google.com/read/CBMiywFBVV95cUxObmtPVW5JbTN6bl9TSXB1OFpMMTVCM3VDUnBuYWlBcHhhUzdjcTVSWDZZMHRyUHA4bHVGRkVCQ0ZkUmlTdWxxOGRxclhiQW13eFo2bWZRVDVQV3d0SDEwT2U5UzNVRXlUZnNtSHpVbkJnaFBjUlU5QWZNS3RLT1dBS0dmYmR6bzREWU9meHBQX3REbEpLVGl0QnVsNVFHaUtqRk9ZNWREM3FCNWp3RDhlQkhSc1pCdlFhSzFPeldPOUY3YmJ6Vk9CYkNCOA?hl=pt-BR&gl=BR&ceid=BR%3Apt-419,
Petrobras transfere mais de mil funcionários para unidade Vitória,https://news.google.com/read/CBMiZ0FVX3lxTE5wV2pkbUdiemlyWnNSWl9KMndJZ1cxMXAwcENGV2RQZ1RTaEFEWUJKckV4Vi1DYk44ai1ZR0VxY0NLb3VIX1Y3czZiYXludFI2R09HMVBBa2MyX1VDRXNTS1Z1cXUxRVU?hl=pt-BR&gl=BR&ceid=BR%3Apt-419,
"PETROBRÁS AFRETA TRÊS NAVIOS-TANQUE DA AET TANKERS, EM CONTRATO DE US$ 525 MILHÕES",https://news.google.com/read/CBMirwFBVV95cUxNWVN0Z0J4cF83WkRyY0VaNVRqZnBWNk8yQjNyNndlYkVmRU1rYU0zUGJrS1hmMUtoaDRMUC1lMHRVNVdlc3JZQ2Q3MVdITkJnNzROOXg3cEFiVk41MW1TNU45Rm5ZV1h3ZHJQNVpmRl81TmQtWTBzR2xMTVJaNXZHdFFPNVdBQmp1YWZKbHdGRDFaZEJNV0ZzQnlEdlBJRkM3RUQxLUNZU1Q1S20zNUF3?hl=pt-BR&gl=BR&ceid=BR%3Apt-419,
"Petrobras registra em 2019 maior lucro de sua história: R$ 40,1 bilhões",https://news.google.com/read/CBMioAFBVV95cUxNR2VwdDF2ZDZ2Qjd1eWN1YVRmVnFuSlRQSTdpZnVoellpdzY1WVliSjZOVGJsYnQwbGNqakhHLUxDczZEaEgwcXdZbVZDNGotSWVneGJZTWhGeXl0Z0dTS1F2a0dOR2d3VFJDQXNFSWVKN1lWNy14UVRhbmdDYlc3cWNiblB4VFplVl83WnRWQVpWZXk1MUNMMmRlZ1dYNFpK0gGmAUFVX3lxTE1rNy1IUWVFOWl1cmJXLW41Wnd6UEVFMVlOWkU2VHU2UFpud3EtdllPQUh4S3NOcDY0c3haMmRWSEkwLXFXUEYzQWNXQ3pIN2FPYlFxOEI5REtDeEFvSDM2VFREX1lCaHg5X01uVmNQZTZjLUlZTk5GWkQ3TV9uU1Bzc3QyYk16OC1HUXpsNl9HZndPUm9NWEJoeUlHR0hLeHhVQWJtVkE?hl=pt-BR&gl=BR&ceid=BR%3Apt-419,
Ato em Cabiúnas abre terceiro dia da greve nacional petroleira na região,https://news.google.com/read/CBMilwFBVV95cUxQQUMzLUdSckx3TVhiNE9CZkRIMVBWZExvMm5SNnM4SEtrckVQVEdmTFBrWUlsVzBRUUxjd01IR2VvVDhaZ3RwVnh0c2wzbE9laVlPcmxGX3Y4T2RDbFZ3RktUX085eGdwU05waEdNNHNFdXBiaUQ0OUEwb2UxLUh5NzFZM0kxbWRkNy1xWGRrM2FlZEdRbVhz?hl=pt-BR&gl=BR&ceid=BR%3Apt-419,
"No RS, ato em frente à Refap marca o terceiro dia de greve dos petroleiros",https://news.google.com/read/CBMiugFBVV95cUxQdzRJR29jT1UtTkl2cWVDSlNFUEo3cnRLS2lCbWJ2ZndBZFNUcW9TUXB1bDFMUkZTWnBVZ2s0Qm1mWEFSSl9rQk9Ed25kY095U0FSTEF3M2RldldnelYtX1ZibDhoZEdKd3RFV1BILVIySU1Xd0tWMF91SmVnZ21kT0hYMWRxWXdYLVBKV0Rsd2tjOTFMYjF0Y0VOcWtQV0lrdkdtWFRMVzl3Z1hhV1pfelYwZFJxRTg4SlE?hl=pt-BR&gl=BR&ceid=BR%3Apt-419,
